Id;Segment;Country;Product;DiscountBand;UnitsSold;ManufacturingPrice;SalePrice;GrossSales;Discounts;Sales;COGS;Profit;Date;MonthNumber;MonthName;Year
1052;Midmarket;Egypt;Velo;Green;2285.0;93.0;158.1;15390.0;17.57;1858.0;10773.0;3612.585;2014-09-17;9.0;September;2014.0
1053;Agriculture;Germany;Geotrack;Medium;2950.0;50.0;85.0;16140.0;9.44;19881.0;11298.0;2507.5;2014-07-23;7.0;July;2014.0
1054;Government;Pakistan;Carretera;New Client;1720.0;54.0;91.8;15386.0;10.2;7223.0;10770.2;1578.96;2014-11-18;11.0;November;2014.0
1055;Small Business;Egypt;Paseo;New Client;1306.0;73.0;124.1;13076.0;13.79;18281.0;9153.2;1620.746;2014-06-21;6.0;June;2014.0
1056;Agriculture;Mexico;Nice;Green;2228.0;61.0;103.7;10217.0;11.52;10422.0;7151.9;2310.436;2014-11-24;11.0;November;2014.0
1057;Channel Partners;Germany;Velo;High;1935.0;86.0;146.2;11385.0;16.24;18596.0;7969.499999999999;2828.97;2014-10-28;10.0;October;2014.0
1058;Government;Canada;Bal;Medium;1717.0;96.0;163.2;11503.0;18.13;5310.0;8052.0999999999985;2802.1440000000002;2014-11-11;11.0;November;2014.0
1059;Small Business;Finland;Montana;Green;1719.0;81.0;137.7;15155.0;15.3;14183.0;10608.5;2367.063;2014-04-27;4.0;April;2014.0
1060;Household;Pakistan;Velo;New Client;2586.0;62.0;105.4;14647.0;11.71;22109.0;10252.9;2725.6440000000002;2014-07-13;7.0;July;2014.0
1061;Midmarket;Finland;Velo;High;2491.0;89.0;151.29999999999995;11738.0;16.81;5443.0;8216.6;3768.883;2014-07-05;7.0;July;2014.0
1062;Government;Pakistan;Geotrack;Green;1640.0;113.0;192.1;15504.0;21.34;2489.0;10852.8;3150.44;2014-07-09;7.0;July;2014.0
1063;Channel Partners;Albania;Geotrack;New Client;1834.0;82.0;139.4;11031.0;15.49;9246.0;7721.7;2556.596;2014-12-10;12.0;December;2014.0
1064;Enterprise;Mexico;Paseo;Medium;2314.0;56.0;95.2;10347.0;10.58;7747.0;7242.9;2202.928000000001;2014-08-23;8.0;August;2014.0
1065;Small Business;Germany;VTT;Green;1960.0;70.0;119.0;19767.0;13.22;4688.0;13836.9;2332.4;2014-10-05;10.0;October;2014.0
1066;Small Business;Mexico;Montana;Green;3031.0;94.0;159.79999999999995;19286.0;17.76;16139.0;13500.2;4843.538;2014-09-22;9.0;September;2014.0
1067;Science;Albania;VTT;Green;1627.0;115.0;195.5;16199.0;21.72;13496.0;11339.3;3180.785;2014-12-10;12.0;December;2014.0
1068;Government;Germany;Montana;Green;3093.0;73.0;124.1;10894.0;13.79;15995.0;7625.799999999998;3838.413;2014-12-18;12.0;December;2014.0
1069;Enterprise;Germany;Paseo;Green;1523.0;107.0;181.9;12616.0;20.21;7807.0;8831.199999999999;2770.337;2014-01-29;1.0;January;2014.0
1070;Channel Partners;Egypt;Paseo;Medium;2903.0;83.0;141.1;11738.0;15.68;19526.0;8216.6;4096.133;2014-07-03;7.0;July;2014.0
1071;Small Business;Finland;Montana;Low;2636.0;75.0;127.5;17254.0;14.17;8268.0;12077.8;3360.9;2014-10-29;10.0;October;2014.0
1072;Channel Partners;Canada;VTT;Low;2461.0;79.0;134.29999999999998;11891.0;14.92;16387.0;8323.699999999999;3305.1229999999987;2014-05-23;5.0;May;2014.0
1073;Channel Partners;Egypt;Bal;Low;2243.0;117.0;198.9;10190.0;22.1;21013.0;7133.0;4461.327;2014-04-02;4.0;April;2014.0
1074;Government;Finland;Geotrack;Medium;2434.0;68.0;115.6;10466.0;12.84;21926.0;7326.2;2813.704;2014-05-19;5.0;May;2014.0
1075;Agriculture;Canada;Montana;High;2186.0;97.0;164.9;11619.0;18.32;13732.0;8133.299999999998;3604.714;2014-01-06;1.0;January;2014.0
1076;Household;Mexico;Paseo;Low;2998.0;57.0;96.9;18842.0;10.77;22034.0;13189.4;2905.0619999999994;2014-09-10;9.0;September;2014.0
1077;Enterprise;Mexico;Montana;New Client;2467.0;90.0;153.0;12173.0;17.0;10389.0;8521.1;3774.51;2014-01-17;1.0;January;2014.0
1078;Enterprise;Albania;Carretera;Low;1406.0;110.0;187.0;18571.0;20.78;4824.0;12999.7;2629.22;2014-10-30;10.0;October;2014.0
1079;Midmarket;Germany;Nice;Medium;2124.0;120.0;204.0;11513.0;22.67;17448.0;8059.0999999999985;4332.96;2014-04-07;4.0;April;2014.0
1080;Household;United States of America;Geotrack;Green;2202.0;55.0;93.5;14526.0;10.39;18557.0;10168.2;2058.87;2014-01-01;1.0;January;2014.0
1081;Small Business;Mexico;VTT;Medium;2231.0;79.0;134.29999999999998;16452.0;14.92;6032.0;11516.4;2996.233;2014-08-08;8.0;August;2014.0
1082;Channel Partners;Germany;Montana;Green;2175.0;78.0;132.6;19609.0;14.73;13196.0;13726.3;2884.05;2014-09-16;9.0;September;2014.0
1083;Science;Egypt;Geotrack;Low;1379.0;68.0;115.6;11698.0;12.84;15181.0;8188.5999999999985;1594.124;2014-09-16;9.0;September;2014.0
1084;Government;United States of America;Velo;Medium;1951.0;78.0;132.6;13860.0;14.73;18509.0;9702.0;2587.026;2014-01-23;1.0;January;2014.0
1085;Government;Mexico;Paseo;High;1519.0;88.0;149.6;18120.0;16.62;18256.0;12684.0;2272.424;2014-08-08;8.0;August;2014.0
1086;Channel Partners;Germany;Carretera;Green;1368.0;66.0;112.2;16607.0;12.47;10142.0;11624.9;1534.896;2014-10-29;10.0;October;2014.0
1087;Midmarket;Germany;Carretera;High;1373.0;64.0;108.8;19213.0;12.09;8680.0;13449.1;1493.8239999999996;2014-01-28;1.0;January;2014.0
1088;Channel Partners;Pakistan;Montana;New Client;2198.0;85.0;144.5;14873.0;16.06;18599.0;10411.1;3176.11;2014-02-20;2.0;February;2014.0
1089;Science;Canada;Geotrack;Green;2834.0;82.0;139.4;18148.0;15.49;20982.0;12703.6;3950.5960000000014;2014-09-20;9.0;September;2014.0
1090;Government;Canada;Velo;Low;1328.0;100.0;170.0;14880.0;18.89;21195.0;10416.0;2257.6;2014-05-10;5.0;May;2014.0
1091;Agriculture;Egypt;Bal;Green;2557.0;88.0;149.6;17925.0;16.62;15512.0;12547.5;3825.272;2014-05-20;5.0;May;2014.0
1092;Channel Partners;Egypt;Bal;New Client;2161.0;115.0;195.5;14092.0;21.72;7729.0;9864.4;4224.755;2014-02-14;2.0;February;2014.0
1093;Channel Partners;Pakistan;Montana;Low;2291.0;105.0;178.5;18998.0;19.83;6331.0;13298.6;4089.435;2014-08-03;8.0;August;2014.0
1094;Agriculture;Albania;Paseo;New Client;2522.0;61.0;103.7;12404.0;11.52;7818.0;8682.8;2615.314;2014-06-13;6.0;June;2014.0
1095;Small Business;United States of America;Bal;Medium;1891.0;86.0;146.2;13984.0;16.24;4814.0;9788.8;2764.6419999999994;2014-08-19;8.0;August;2014.0
1096;Household;Finland;VTT;Low;2816.0;69.0;117.3;14135.0;13.03;10564.0;9894.5;3303.168;2014-04-29;4.0;April;2014.0
1097;Midmarket;Finland;VTT;High;1394.0;51.0;86.7;16201.0;9.63;8643.0;11340.7;1208.598;2014-01-11;1.0;January;2014.0
1098;Midmarket;Pakistan;Velo;New Client;1252.0;70.0;119.0;19361.0;13.22;13298.0;13552.7;1489.88;2014-08-31;8.0;August;2014.0
1099;Midmarket;Germany;Paseo;Low;1469.0;53.0;90.1;13077.0;10.01;15560.0;9153.9;1323.569;2014-07-24;7.0;July;2014.0
1100;Enterprise;Mexico;Nice;Low;2619.0;92.0;156.4;18280.0;17.38;10893.0;12796.0;4096.116;2014-06-07;6.0;June;2014.0
1101;Small Business;Canada;VTT;Green;1720.0;89.0;151.29999999999995;14537.0;16.81;19686.0;10175.9;2602.36;2014-09-04;9.0;September;2014.0
1102;Household;Finland;Nice;Low;2438.0;98.0;166.6;14335.0;18.51;24269.0;10034.5;4061.708;2014-04-20;4.0;April;2014.0
1103;Government;Mexico;Paseo;New Client;1535.0;108.0;183.6;14668.0;20.4;24449.0;10267.6;2818.26;2014-09-16;9.0;September;2014.0
1104;Enterprise;Germany;Paseo;High;2883.0;99.0;168.29999999999995;14188.0;18.7;3578.0;9931.6;4852.089;2014-03-06;3.0;March;2014.0
1105;Midmarket;Finland;Paseo;Green;2628.0;80.0;136.0;13152.0;15.11;14559.0;9206.4;3574.08;2014-11-25;11.0;November;2014.0
1106;Enterprise;Pakistan;Bal;Low;3099.0;115.0;195.5;16446.0;21.72;11865.0;11512.2;6058.545;2014-07-23;7.0;July;2014.0
1107;Government;Germany;Geotrack;New Client;3060.0;78.0;132.6;16298.0;14.73;2440.0;11408.6;4057.56;2014-07-11;7.0;July;2014.0
1108;Small Business;Germany;Velo;Green;1908.0;54.0;91.8;14774.0;10.2;24338.0;10341.8;1751.544;2014-09-19;9.0;September;2014.0
1109;Channel Partners;Germany;Velo;Green;3061.0;97.0;164.9;11175.0;18.32;22810.0;7822.499999999999;5047.589;2014-08-10;8.0;August;2014.0
1110;Midmarket;Pakistan;Bal;High;2528.0;108.0;183.6;17570.0;20.4;8085.0;12299.0;4641.4079999999985;2014-06-29;6.0;June;2014.0
1111;Agriculture;Pakistan;Paseo;Medium;1740.0;88.0;149.6;19782.0;16.62;7622.0;13847.4;2603.04;2014-08-16;8.0;August;2014.0
1112;Agriculture;Finland;Carretera;Green;2475.0;69.0;117.3;19158.0;13.03;5757.0;13410.6;2903.175;2014-06-19;6.0;June;2014.0
1113;Science;Albania;Carretera;Low;1606.0;109.0;185.3;15525.0;20.59;13557.0;10867.5;2975.918;2014-11-08;11.0;November;2014.0
1114;Midmarket;United States of America;Paseo;Green;2909.0;78.0;132.6;15239.0;14.73;1487.0;10667.3;3857.3340000000003;2014-08-12;8.0;August;2014.0
1115;Enterprise;Pakistan;Velo;High;1792.0;75.0;127.5;12482.0;14.17;21187.0;8737.4;2284.8;2014-11-07;11.0;November;2014.0
1116;Agriculture;Pakistan;Paseo;High;2229.0;70.0;119.0;13452.0;13.22;1542.0;9416.4;2652.51;2014-06-24;6.0;June;2014.0
1117;Enterprise;Canada;Geotrack;Medium;1645.0;116.0;197.2;17725.0;21.91;20571.0;12407.5;3243.94;2014-03-22;3.0;March;2014.0
1118;Science;Mexico;Geotrack;High;1667.0;87.0;147.9;12421.0;16.43;1196.0;8694.699999999999;2465.4930000000004;2014-12-05;12.0;December;2014.0
1119;Enterprise;United States of America;Nice;Low;2966.0;85.0;144.5;15269.0;16.06;20708.0;10688.3;4285.87;2014-05-07;5.0;May;2014.0
1120;Agriculture;Albania;Velo;Low;2811.0;96.0;163.2;14525.0;18.13;15273.0;10167.5;4587.552;2014-06-23;6.0;June;2014.0
1121;Small Business;Germany;Velo;Green;2363.0;119.0;202.3;15666.0;22.48;19389.0;10966.2;4780.348999999998;2014-08-27;8.0;August;2014.0
1122;Government;Germany;Bal;Low;2015.0;101.0;171.7;18867.0;19.08;3634.0;13206.9;3459.755;2014-08-11;8.0;August;2014.0
1123;Agriculture;Pakistan;Montana;Green;1989.0;61.0;103.7;11032.0;11.52;6680.0;7722.4;2062.5930000000008;2014-01-12;1.0;January;2014.0
1124;Science;Canada;Paseo;Low;1748.0;83.0;141.1;17958.0;15.68;6023.0;12570.6;2466.428;2014-01-22;1.0;January;2014.0
1125;Household;Albania;Paseo;Medium;1290.0;70.0;119.0;11421.0;13.22;7201.0;7994.7;1535.1;2014-05-12;5.0;May;2014.0
1126;Small Business;Albania;VTT;New Client;1315.0;67.0;113.9;18310.0;12.66;6066.0;12817.0;1497.785;2014-04-04;4.0;April;2014.0
1127;Small Business;United States of America;Geotrack;Low;2150.0;103.0;175.1;10799.0;19.46;24522.0;7559.299999999998;3764.65;2014-06-17;6.0;June;2014.0
1128;Channel Partners;Finland;Nice;Medium;1413.0;72.0;122.4;14333.0;13.6;15552.0;10033.1;1729.5119999999995;2014-11-08;11.0;November;2014.0
1129;Science;Finland;VTT;Medium;1898.0;72.0;122.4;17871.0;13.6;21858.0;12509.7;2323.152;2014-03-12;3.0;March;2014.0
1130;Channel Partners;Pakistan;Nice;New Client;2038.0;70.0;119.0;14919.0;13.22;21521.0;10443.3;2425.22;2014-10-05;10.0;October;2014.0
1131;Government;United States of America;VTT;New Client;2147.0;108.0;183.6;11766.0;20.4;18578.0;8236.199999999999;3941.892;2014-10-10;10.0;October;2014.0
1132;Channel Partners;United States of America;VTT;High;1996.0;88.0;149.6;15642.0;16.62;23138.0;10949.4;2986.016;2014-03-05;3.0;March;2014.0
1133;Enterprise;Pakistan;Velo;New Client;2943.0;85.0;144.5;11713.0;16.06;7227.0;8199.1;4252.635;2014-05-29;5.0;May;2014.0
1134;Agriculture;Mexico;Geotrack;New Client;3041.0;90.0;153.0;11661.0;17.0;12127.0;8162.7;4652.73;2014-09-22;9.0;September;2014.0
1135;Science;Germany;VTT;Green;1256.0;67.0;113.9;12058.0;12.66;19607.0;8440.6;1430.5839999999996;2014-04-04;4.0;April;2014.0
1136;Household;Egypt;Bal;Low;1785.0;50.0;85.0;15672.0;9.44;2599.0;10970.4;1517.25;2014-09-04;9.0;September;2014.0
1137;Midmarket;Albania;Bal;Medium;2434.0;83.0;141.1;15150.0;15.68;16131.0;10605.0;3434.3740000000003;2014-04-22;4.0;April;2014.0
1138;Channel Partners;United States of America;Paseo;Low;1847.0;96.0;163.2;16582.0;18.13;10392.0;11607.4;3014.304;2014-08-24;8.0;August;2014.0
1139;Household;Germany;Velo;Low;2774.0;76.0;129.2;12874.0;14.36;16702.0;9011.8;3584.008;2014-06-03;6.0;June;2014.0
1140;Small Business;Canada;VTT;Medium;2616.0;114.0;193.8;17702.0;21.53;17984.0;12391.4;5069.807999999999;2014-05-12;5.0;May;2014.0
1141;Household;Mexico;Nice;High;1840.0;104.0;176.79999999999995;15442.0;19.64;14981.0;10809.4;3253.1199999999994;2014-03-19;3.0;March;2014.0
1142;Midmarket;Mexico;Bal;Medium;2590.0;94.0;159.79999999999995;12836.0;17.76;16950.0;8985.199999999999;4138.82;2014-12-07;12.0;December;2014.0
1143;Agriculture;Germany;Geotrack;Green;2835.0;72.0;122.4;10742.0;13.6;2393.0;7519.4;3470.04;2014-05-27;5.0;May;2014.0
1144;Enterprise;Germany;Paseo;Green;2696.0;79.0;134.29999999999998;19157.0;14.92;11160.0;13409.9;3620.7279999999987;2014-12-06;12.0;December;2014.0
1145;Enterprise;Mexico;VTT;High;1521.0;113.0;192.1;11298.0;21.34;587.0;7908.5999999999985;2921.841;2014-03-21;3.0;March;2014.0
1146;Enterprise;Albania;Carretera;Low;1286.0;113.0;192.1;19132.0;21.34;15019.0;13392.4;2470.406;2014-09-26;9.0;September;2014.0
1147;Science;Germany;Carretera;Medium;1523.0;77.0;130.9;19845.0;14.54;13836.0;13891.5;1993.607;2014-01-04;1.0;January;2014.0
1148;Agriculture;Canada;Bal;New Client;1968.0;88.0;149.6;10255.0;16.62;2275.0;7178.499999999999;2944.128;2014-03-24;3.0;March;2014.0
1149;Government;Egypt;Velo;Medium;1892.0;77.0;130.9;18609.0;14.54;6015.0;13026.3;2476.6279999999997;2014-04-08;4.0;April;2014.0
1150;Midmarket;Mexico;Geotrack;Low;1601.0;61.0;103.7;12406.0;11.52;11578.0;8684.199999999999;1660.237;2014-10-04;10.0;October;2014.0
1151;Small Business;Mexico;VTT;High;2223.0;75.0;127.5;15500.0;14.17;8790.0;10850.0;2834.325;2014-07-11;7.0;July;2014.0
1152;Small Business;United States of America;Carretera;New Client;2456.0;95.0;161.5;19845.0;17.94;16318.0;13891.5;3966.44;2014-06-16;6.0;June;2014.0
1153;Household;Pakistan;Montana;New Client;1811.0;120.0;204.0;11558.0;22.67;9701.0;8090.5999999999985;3694.44;2014-08-05;8.0;August;2014.0
1154;Small Business;Finland;VTT;High;2920.0;73.0;124.1;14692.0;13.79;3516.0;10284.4;3623.72;2014-12-03;12.0;December;2014.0
1155;Household;United States of America;Paseo;New Client;2150.0;93.0;158.1;14562.0;17.57;6359.0;10193.4;3399.15;2014-04-07;4.0;April;2014.0
1156;Household;Albania;Velo;Green;2421.0;114.0;193.8;16964.0;21.53;11794.0;11874.8;4691.897999999999;2014-10-28;10.0;October;2014.0
1157;Midmarket;Albania;Nice;Medium;2419.0;98.0;166.6;17525.0;18.51;3471.0;12267.5;4030.054;2014-02-09;2.0;February;2014.0
1158;Agriculture;Pakistan;Bal;Medium;1939.0;107.0;181.9;12266.0;20.21;22031.0;8586.199999999999;3527.0409999999997;2014-12-23;12.0;December;2014.0
1159;Science;Finland;Geotrack;Medium;1831.0;108.0;183.6;13413.0;20.4;13475.0;9389.1;3361.716;2014-01-08;1.0;January;2014.0
1160;Household;Egypt;Carretera;Green;2756.0;113.0;192.1;19243.0;21.34;9433.0;13470.1;5294.276;2014-07-16;7.0;July;2014.0
1161;Agriculture;Pakistan;Velo;New Client;2274.0;53.0;90.1;17665.0;10.01;954.0;12365.5;2048.874;2014-07-30;7.0;July;2014.0
1162;Enterprise;Germany;Bal;Medium;1370.0;83.0;141.1;19456.0;15.68;12294.0;13619.2;1933.07;2014-02-02;2.0;February;2014.0
1163;Government;Canada;Bal;Low;2080.0;64.0;108.8;17144.0;12.09;9888.0;12000.8;2263.04;2014-09-26;9.0;September;2014.0
1164;Channel Partners;Albania;Velo;Medium;2198.0;112.0;190.4;13415.0;21.16;3855.0;9390.5;4184.992;2014-05-15;5.0;May;2014.0
1165;Small Business;Finland;Geotrack;Low;1499.0;69.0;117.3;18530.0;13.03;20067.0;12971.0;1758.3269999999998;2014-08-12;8.0;August;2014.0
1166;Household;Canada;Carretera;Medium;3046.0;116.0;197.2;19269.0;21.91;4962.0;13488.3;6006.712;2014-01-07;1.0;January;2014.0
1167;Government;Pakistan;Nice;High;1742.0;55.0;93.5;10047.0;10.39;16525.0;7032.9;1628.77;2014-11-07;11.0;November;2014.0
1168;Channel Partners;Mexico;VTT;High;1482.0;114.0;193.8;17209.0;21.53;11423.0;12046.3;2872.116;2014-09-02;9.0;September;2014.0
1169;Enterprise;Egypt;Montana;Low;2428.0;80.0;136.0;18366.0;15.11;7459.0;12856.2;3302.08;2014-10-14;10.0;October;2014.0
1170;Midmarket;United States of America;Geotrack;High;1909.0;53.0;90.1;16284.0;10.01;7761.0;11398.8;1720.009;2014-04-21;4.0;April;2014.0
1171;Agriculture;Germany;Carretera;Low;1453.0;57.0;96.9;15729.0;10.77;2515.0;11010.3;1407.957;2014-04-09;4.0;April;2014.0
1172;Enterprise;Egypt;Velo;High;2108.0;99.0;168.29999999999995;13018.0;18.7;6942.0;9112.6;3547.764;2014-02-10;2.0;February;2014.0
1173;Enterprise;Finland;Carretera;High;1388.0;109.0;185.3;15434.0;20.59;20051.0;10803.8;2571.9639999999995;2014-04-29;4.0;April;2014.0
1174;Enterprise;Canada;Montana;Low;1378.0;69.0;117.3;17959.0;13.03;1782.0;12571.3;1616.394;2014-11-09;11.0;November;2014.0
1175;Small Business;Pakistan;Carretera;Medium;1955.0;113.0;192.1;18626.0;21.34;6559.0;13038.2;3755.555;2014-05-10;5.0;May;2014.0
1176;Household;Canada;Bal;Medium;1342.0;98.0;166.6;19395.0;18.51;7928.0;13576.5;2235.772;2014-03-05;3.0;March;2014.0
1177;Small Business;Egypt;Nice;High;1897.0;119.0;202.3;12759.0;22.48;5885.0;8931.3;3837.631;2014-03-03;3.0;March;2014.0
1178;Small Business;Albania;Bal;New Client;2553.0;90.0;153.0;14025.0;17.0;1002.0;9817.5;3906.09;2014-02-06;2.0;February;2014.0
1179;Small Business;United States of America;Nice;Low;1734.0;55.0;93.5;15389.0;10.39;15934.0;10772.3;1621.29;2014-07-16;7.0;July;2014.0
1180;Channel Partners;Mexico;Geotrack;Low;1312.0;89.0;151.29999999999995;11565.0;16.81;2420.0;8095.499999999999;1985.056;2014-11-25;11.0;November;2014.0
1181;Household;Mexico;Nice;Low;2469.0;100.0;170.0;16357.0;18.89;6654.0;11449.9;4197.3;2014-08-21;8.0;August;2014.0
1182;Channel Partners;Pakistan;VTT;Low;2205.0;65.0;110.5;14704.0;12.28;4270.0;10292.8;2436.525;2014-08-22;8.0;August;2014.0
1183;Household;Egypt;Geotrack;Green;2390.0;69.0;117.3;19742.0;13.03;12352.0;13819.4;2803.47;2014-10-30;10.0;October;2014.0
1184;Channel Partners;Canada;Velo;Medium;2143.0;56.0;95.2;10663.0;10.58;9907.0;7464.0999999999985;2040.136;2014-08-23;8.0;August;2014.0
1185;Small Business;United States of America;Velo;Medium;2998.0;50.0;85.0;19035.0;9.44;11067.0;13324.5;2548.3;2014-03-03;3.0;March;2014.0
1186;Government;Germany;VTT;High;2279.0;56.0;95.2;14531.0;10.58;6572.0;10171.7;2169.6079999999997;2014-11-11;11.0;November;2014.0
1187;Channel Partners;Albania;Bal;Low;2970.0;91.0;154.7;15088.0;17.19;16576.0;10561.6;4594.589999999998;2014-07-03;7.0;July;2014.0
1188;Enterprise;Germany;Montana;New Client;2292.0;103.0;175.1;19474.0;19.46;8711.0;13631.8;4013.292;2014-12-29;12.0;December;2014.0
1189;Science;Canada;Carretera;Medium;1374.0;64.0;108.8;16269.0;12.09;2455.0;11388.3;1494.9119999999998;2014-01-22;1.0;January;2014.0
1190;Agriculture;United States of America;Montana;Green;2456.0;113.0;192.1;17788.0;21.34;610.0;12451.6;4717.976;2014-02-14;2.0;February;2014.0
1191;Channel Partners;Egypt;Geotrack;Low;1284.0;69.0;117.3;10629.0;13.03;3133.0;7440.299999999998;1506.1319999999996;2014-08-20;8.0;August;2014.0
1192;Agriculture;United States of America;Montana;Low;2076.0;82.0;139.4;11228.0;15.49;15723.0;7859.5999999999985;2893.9440000000004;2014-10-15;10.0;October;2014.0
1193;Channel Partners;Germany;Carretera;Medium;2812.0;115.0;195.5;17106.0;21.72;17410.0;11974.2;5497.46;2014-06-23;6.0;June;2014.0
1194;Enterprise;Mexico;Bal;New Client;2911.0;108.0;183.6;16786.0;20.4;7025.0;11750.2;5344.596;2014-07-07;7.0;July;2014.0
1195;Midmarket;Canada;Paseo;High;2615.0;56.0;95.2;19880.0;10.58;16373.0;13916.0;2489.48;2014-07-31;7.0;July;2014.0
1196;Midmarket;Mexico;Paseo;New Client;1886.0;103.0;175.1;13906.0;19.46;22915.0;9734.2;3302.386;2014-01-21;1.0;January;2014.0
1197;Household;Mexico;Paseo;New Client;2535.0;87.0;147.9;17723.0;16.43;20296.0;12406.1;3749.265;2014-11-09;11.0;November;2014.0
1198;Small Business;Canada;Paseo;Low;1436.0;103.0;175.1;16012.0;19.46;21882.0;11208.4;2514.436;2014-07-12;7.0;July;2014.0
1199;Enterprise;Germany;VTT;Green;2214.0;54.0;91.8;10907.0;10.2;14049.0;7634.9;2032.452;2014-12-31;12.0;December;2014.0
1200;Midmarket;United States of America;Bal;New Client;1504.0;101.0;171.7;18166.0;19.08;14389.0;12716.2;2582.368;2014-01-29;1.0;January;2014.0
1201;Small Business;Mexico;Bal;Green;2390.0;67.0;113.9;17942.0;12.66;12008.0;12559.4;2722.21;2014-10-14;10.0;October;2014.0
1202;Small Business;Germany;Velo;Low;2767.0;57.0;96.9;13199.0;10.77;10795.0;9239.3;2681.223;2014-08-14;8.0;August;2014.0
1203;Midmarket;Pakistan;Velo;Low;1511.0;92.0;156.4;16791.0;17.38;24461.0;11753.7;2363.204;2014-11-03;11.0;November;2014.0
1204;Household;Canada;Paseo;Green;1769.0;88.0;149.6;15027.0;16.62;18020.0;10518.9;2646.4239999999995;2014-03-08;3.0;March;2014.0
1205;Small Business;Pakistan;Paseo;Green;1530.0;79.0;134.29999999999998;12436.0;14.92;12917.0;8705.199999999999;2054.7899999999995;2014-04-20;4.0;April;2014.0
1206;Household;Egypt;Carretera;New Client;1871.0;105.0;178.5;18283.0;19.83;21463.0;12798.1;3339.735;2014-10-21;10.0;October;2014.0
1207;Small Business;Canada;Montana;Green;3031.0;52.0;88.39999999999998;10502.0;9.82;12553.0;7351.4;2679.4039999999995;2014-04-12;4.0;April;2014.0
1208;Agriculture;Egypt;Nice;Low;1316.0;68.0;115.6;18256.0;12.84;8142.0;12779.2;1521.296;2014-04-04;4.0;April;2014.0
1209;Government;United States of America;Carretera;High;2643.0;110.0;187.0;16169.0;20.78;11593.0;11318.3;4942.41;2014-12-17;12.0;December;2014.0
1210;Household;Mexico;VTT;Green;2783.0;70.0;119.0;19957.0;13.22;15172.0;13969.9;3311.77;2014-06-22;6.0;June;2014.0
1211;Agriculture;Germany;Geotrack;New Client;3054.0;115.0;195.5;14795.0;21.72;16444.0;10356.5;5970.57;2014-05-15;5.0;May;2014.0
1212;Small Business;Egypt;Nice;High;1858.0;73.0;124.1;15923.0;13.79;20209.0;11146.1;2305.778;2014-03-15;3.0;March;2014.0
1213;Household;Canada;Nice;Low;2826.0;89.0;151.29999999999995;14022.0;16.81;14674.0;9815.4;4275.7379999999985;2014-12-01;12.0;December;2014.0
1214;Government;United States of America;VTT;New Client;2870.0;105.0;178.5;19723.0;19.83;22896.0;13806.1;5122.95;2014-04-01;4.0;April;2014.0
1215;Household;Pakistan;Montana;Medium;2032.0;57.0;96.9;14614.0;10.77;1585.0;10229.8;1969.008;2014-09-26;9.0;September;2014.0
1216;Small Business;Albania;VTT;High;2396.0;76.0;129.2;18759.0;14.36;2029.0;13131.3;3095.632;2014-06-05;6.0;June;2014.0
1217;Government;Germany;Nice;Green;2557.0;63.0;107.1;14685.0;11.9;19974.0;10279.5;2738.547;2014-01-27;1.0;January;2014.0
1218;Science;Albania;Montana;High;2836.0;81.0;137.7;17896.0;15.3;10971.0;12527.2;3905.172;2014-01-12;1.0;January;2014.0
1219;Small Business;Albania;Bal;Medium;3058.0;75.0;127.5;16569.0;14.17;4321.0;11598.3;3898.95;2014-05-29;5.0;May;2014.0
1220;Household;Finland;Geotrack;Low;2507.0;112.0;190.4;12704.0;21.16;21672.0;8892.8;4773.328;2014-11-19;11.0;November;2014.0
1221;Government;Pakistan;Velo;Low;1522.0;82.0;139.4;11005.0;15.49;4375.0;7703.499999999999;2121.6679999999997;2014-02-14;2.0;February;2014.0
1222;Midmarket;Germany;Nice;Green;1284.0;74.0;125.8;19723.0;13.98;3505.0;13806.1;1615.2720000000002;2014-03-27;3.0;March;2014.0
1223;Enterprise;Pakistan;Nice;Green;1950.0;83.0;141.1;11581.0;15.68;14693.0;8106.7;2751.45;2014-07-19;7.0;July;2014.0
1224;Small Business;Egypt;Montana;Green;1974.0;120.0;204.0;14739.0;22.67;13873.0;10317.3;4026.96;2014-02-21;2.0;February;2014.0
1225;Midmarket;Finland;VTT;High;1696.0;81.0;137.7;12240.0;15.3;20365.0;8568.0;2335.3920000000003;2014-03-04;3.0;March;2014.0
1226;Agriculture;Pakistan;Carretera;Low;2668.0;70.0;119.0;12235.0;13.22;20912.0;8564.5;3174.92;2014-09-09;9.0;September;2014.0
1227;Midmarket;Finland;Nice;Medium;1914.0;107.0;181.9;15199.0;20.21;8770.0;10639.3;3481.5660000000007;2014-09-07;9.0;September;2014.0
1228;Enterprise;Egypt;Velo;New Client;1269.0;79.0;134.29999999999998;17826.0;14.92;23431.0;12478.2;1704.2669999999996;2014-08-16;8.0;August;2014.0
1229;Government;Pakistan;Carretera;High;2632.0;80.0;136.0;16289.0;15.11;20737.0;11402.3;3579.52;2014-12-29;12.0;December;2014.0
1230;Household;Mexico;Carretera;Green;1544.0;117.0;198.9;15262.0;22.1;19802.0;10683.4;3071.0160000000005;2014-08-05;8.0;August;2014.0
1231;Small Business;Egypt;VTT;New Client;1737.0;79.0;134.29999999999998;15529.0;14.92;2327.0;10870.3;2332.791;2014-09-29;9.0;September;2014.0
